lr: 0.001
epoch=2, accuracy=0.2718614129142913, loss=0.7347787713265298
epoch=52, accuracy=0.9624345727706803, loss=0.0510383605691071
epoch=53, accuracy=0.9486087634492605, loss=0.04729594056303657
epoch=54, accuracy=0.9541805195544665, loss=0.054123480780073764
epoch=55, accuracy=0.9515192316230463, loss=0.03833833710813554
epoch=56, accuracy=0.9512987300664814, loss=0.03700365761958397
epoch=57, accuracy=0.9484658453314512, loss=0.039012809621012466
epoch=58, accuracy=0.9494198637299153, loss=0.03867743605654896
epoch=59, accuracy=0.9555555248426408, loss=0.04206759208688892
epoch=60, accuracy=0.9492469302334787, loss=0.036736043896606944
epoch=61, accuracy=0.9587715959985065, loss=0.04827399831125502
epoch=62, accuracy=0.9547830018085457, loss=0.04403058827229955
epoch=63, accuracy=0.9577565485080576, loss=0.04286127149700694
epoch=64, accuracy=0.9590263914630658, loss=0.052167866487909206
epoch=65, accuracy=0.9518854493489254, loss=0.03959701307717617
epoch=66, accuracy=0.9516248065486501, loss=0.045594647763594995
epoch=67, accuracy=0.955506100668683, loss=0.04741534058636751
epoch=68, accuracy=0.954398065496497, loss=0.04004350285103203
epoch=69, accuracy=0.9631084509210605, loss=0.04305394766401613
epoch=70, accuracy=0.960494910259485, loss=0.04916241764118142
epoch=71, accuracy=0.9537471936892358, loss=0.042426953798949944
epoch=72, accuracy=0.9519483868883434, loss=0.04085000952880993
epoch=73, accuracy=0.9574377503023229, loss=0.04765101534859966
epoch=74, accuracy=0.9529318522344702, loss=0.04928375353923034
epoch=75, accuracy=0.95047141509806, loss=0.04556258473414295
epoch=76, accuracy=0.9539357886919718, loss=0.04720085681713873
epoch=77, accuracy=0.9614746572701848, loss=0.03990323918693342
epoch=78, accuracy=0.9589691449607713, loss=0.0458427760140926
epoch=79, accuracy=0.9510496901486306, loss=0.038369765646327735
epoch=80, accuracy=0.95654302575884, loss=0.04763045539025558
epoch=81, accuracy=0.9560106616076287, loss=0.03882420337731517
epoch=82, accuracy=0.9548862638086362, loss=0.04259822532137201
epoch=83, accuracy=0.9621485434307713, loss=0.04320302393051646
epoch=84, accuracy=0.9630731074078503, loss=0.04762855259047373
epoch=85, accuracy=0.9586045661159903, loss=0.04778733465582578
epoch=86, accuracy=0.9613723641470396, loss=0.03996067410322493
epoch=87, accuracy=0.9586869742642515, loss=0.04657744479751022
epoch=88, accuracy=0.9537544514090655, loss=0.04549205524484903
epoch=89, accuracy=0.9560331352597492, loss=0.045377858094927684
epoch=90, accuracy=0.9530710389405189, loss=0.037515988624203266
epoch=91, accuracy=0.9547422008408537, loss=0.04033859507481369
epoch=92, accuracy=0.9544445498585152, loss=0.04115562231173801
epoch=93, accuracy=0.9529545853316982, loss=0.04459718877999039
epoch=94, accuracy=0.9632678841347506, loss=0.042301308489301775
epoch=95, accuracy=0.9543322660994129, loss=0.04166485049195041
epoch=96, accuracy=0.9546625778026536, loss=0.044074706677152645
epoch=97, accuracy=0.9614396411582454, loss=0.04570588666591033
epoch=98, accuracy=0.9627425274192434, loss=0.03873421175610117
epoch=99, accuracy=0.9597256360331454, loss=0.04004117828395059
